timestamp,open,high,low,close,volume,turnover,EMA50,EMA200,RSI,MACD,MACD_signal,Bollinger_upper,Bollinger_lower,Volume_MA,signal
2025-03-23 10:00:00,84279.2,84469.0,84265.6,84468.9,617.228,52065936.4567,,,,,,,,,HOLD
2025-03-23 09:00:00,84300.0,84326.0,84272.5,84279.2,501.183,42249351.2119,,,,,,,,,HOLD
2025-03-23 08:00:00,84230.1,84308.5,84218.4,84300.0,766.488,64595731.3178,,,,,,,,,HOLD
2025-03-23 07:00:00,84193.1,84290.6,84159.5,84230.1,765.819,64514696.8487,,,,,,,,,HOLD
2025-03-23 06:00:00,84189.6,84244.8,84146.1,84193.1,389.385,32786129.8436,,,,,,,,,HOLD
2025-03-23 05:00:00,84070.0,84204.0,84054.2,84189.6,338.059,28438717.9929,,,,,,,,,HOLD
2025-03-23 04:00:00,84198.6,84198.6,84023.4,84070.0,561.3,47188822.216,,,,,,,,,HOLD
2025-03-23 03:00:00,84196.5,84203.9,84096.6,84198.6,542.945,45690381.7446,,,,,,,,,HOLD
2025-03-23 02:00:00,84029.4,84257.5,83944.8,84196.5,980.068,82447466.3742,,,,,,,,,HOLD
2025-03-23 01:00:00,83958.1,84095.7,83931.3,84029.4,732.246,61532320.574,,,,,,,,,HOLD
2025-03-23 00:00:00,83805.9,84000.0,83753.2,83958.1,1070.561,89830316.4408,,,,,,,,,HOLD
2025-03-22 23:00:00,83910.1,83914.2,83616.0,83805.9,1726.64,144624188.8629,,,,,,,,,HOLD
2025-03-22 22:00:00,83974.3,84023.9,83903.9,83910.1,693.243,58209526.054,,,,,,,,,HOLD
2025-03-22 21:00:00,83904.0,84057.6,83801.1,83974.3,1347.361,113081629.3695,,,32.805636113144374,,,,,,HOLD
2025-03-22 20:00:00,84130.9,84170.0,83904.0,83904.0,1120.587,94188328.422,,,29.868856144099965,,,,,,HOLD
2025-03-22 19:00:00,84194.5,84236.7,84119.2,84130.9,390.343,32855120.5837,,,46.512227757219286,,,,,,HOLD
2025-03-22 18:00:00,84189.8,84279.5,84151.0,84194.5,930.75,78382862.1965,,,50.087791138949434,,,,,,HOLD
2025-03-22 17:00:00,84092.5,84217.2,84073.6,84189.8,680.817,57289024.1389,,,49.822731907780636,,,,,,HOLD
2025-03-22 16:00:00,84067.1,84110.1,84017.6,84092.5,573.801,48238434.1259,,,44.56493293634007,,,,,,HOLD
2025-03-22 15:00:00,83966.7,84090.0,83932.5,84067.1,1093.341,91838216.5009,,,43.28089391616044,,,84427.4862037644,83810.7737962356,791.10825,HOLD
2025-03-22 14:00:00,84128.9,84171.7,83957.1,83966.7,937.757,78812616.0494,,,38.552417180099994,,,84363.72478379143,83824.31521620858,807.1347000000001,HOLD
2025-03-22 13:00:00,84184.7,84200.0,84000.0,84128.9,1016.511,85478610.0232,,,48.366665227045495,,,84343.21449709735,83829.79550290263,832.9011,HOLD
2025-03-22 12:00:00,84193.9,84259.0,84142.3,84184.7,603.821,50841500.802,,,51.25125273751589,,,84322.77151365054,83838.70848634944,824.76775,HOLD
2025-03-22 11:00:00,84367.0,84375.5,84168.0,84193.9,990.424,83440482.8222,,,51.73006860820016,,,84316.97517302391,83840.88482697611,835.9979999999999,HOLD
2025-03-22 10:00:00,84313.5,84398.5,84309.2,84367.0,531.89,44866471.5404,,,59.74221502271389,,,84352.86639854098,83822.38360145902,843.12325,HOLD
2025-03-22 09:00:00,84180.6,84500.0,84180.6,84313.5,1500.804,126625407.2166,,,56.614403816453006,-8.352589707646985,,84373.68355675576,83813.95644324426,901.2605,HOLD
2025-03-22 08:00:00,84238.2,84244.6,84078.8,84180.6,703.943,59251715.3781,,,49.659130454932374,-7.431402972622891,,84381.47401882857,83817.22598117145,908.39265,HOLD
2025-03-22 07:00:00,84296.7,84350.0,84180.7,84238.2,433.158,36502950.7799,,,52.3892072524566,-2.0301153258187696,,84386.74904701681,83815.91095298319,902.9033000000002,HOLD
2025-03-22 06:00:00,84289.1,84365.4,84120.9,84296.7,878.409,74001927.5664,,,55.05515773013165,6.891464629094116,,84401.61284602547,83811.06715397452,897.8203500000002,HOLD
2025-03-22 05:00:00,84321.4,84388.7,84209.2,84289.1,810.343,68314295.4918,,,54.62720279652565,13.19650345838454,,84422.65304601616,83815.99695398383,901.7251999999999,HOLD
2025-03-22 04:00:00,84214.1,84350.0,84163.7,84321.4,691.177,58236526.686,,,56.18598934422099,20.56259936784045,,84443.52299756724,83831.45700243277,882.7560000000001,HOLD
2025-03-22 03:00:00,84142.5,84260.0,84092.1,84214.1,520.155,43788629.0281,,,50.03623709679641,17.539881355391117,,84424.68335030506,83891.11664969493,822.43175,HOLD
2025-03-22 02:00:00,84027.3,84200.0,83968.8,84142.5,646.956,54413954.3005,,,46.387609305340334,9.26008939287567,,84411.1803451127,83927.85965488727,820.1173999999999,HOLD
2025-03-22 01:00:00,84147.3,84287.4,83950.8,84027.3,937.051,78802940.427,,,41.184075486765096,-6.522198775972356,4.241121966288905,84406.25282380388,83938.08717619612,799.6019,HOLD
2025-03-22 00:00:00,84054.6,84215.1,84015.3,84147.3,1145.111,96310251.1414,,,47.758066191315535,-9.24026273986965,1.544845025057194,84384.19368282365,83984.47631717633,800.8281000000001,HOLD
2025-03-21 23:00:00,84140.5,84189.8,84002.8,84054.6,802.91,67507262.6489,,,43.695041296798756,-18.659369688903098,-2.495997917734864,84387.1124742095,83973.92752579051,821.45645,HOLD
2025-03-21 22:00:00,84358.2,84374.1,84062.9,84140.5,1149.144,96736851.2479,,,48.10118170585879,-18.973947843405767,-5.791587902869045,84385.02164671161,83970.6183532884,832.37615,HOLD
