timestamp,open,high,low,close,volume,turnover
2025-03-21 16:00:00,83524.7,84124.8,83311.3,84068.2,5295.688,443285291.1315
2025-03-21 15:00:00,84197.9,84240,83508,83524.7,3481.115,291630107.1096
2025-03-21 14:00:00,83898.8,84252,83453,84197.9,5331.014,447377426.2179
2025-03-21 13:00:00,83424.8,84065.2,83136.3,83898.8,9553.936,798630360.3241
2025-03-21 12:00:00,84001.3,84323.5,83333,83424.8,6088.032,510019052.0183
2025-03-21 11:00:00,84108.3,84124.9,83891.3,84001.3,1161.05,97535174.6446
2025-03-21 10:00:00,84099.9,84251.3,83841.7,84108.3,2092.016,175843617.7875
2025-03-21 09:00:00,83971.9,84313.5,83747.3,84099.9,3479.635,292630630.6118
2025-03-21 08:00:00,83897.9,84118,83684.6,83971.9,2931.983,245933543.9205
2025-03-21 07:00:00,84165,84228.1,83700,83897.9,2998.995,251620248.6605
2025-03-21 06:00:00,84420.3,84430.2,84000,84165.0,2541.953,213953111.5018
2025-03-21 05:00:00,84620.9,84627,84286,84420.3,1483.389,125229487.8553
2025-03-21 04:00:00,84402.9,84758.5,84402.8,84620.9,2197.745,186005580.7556
2025-03-21 03:00:00,84638.7,84686,84222.6,84402.9,1791.721,151170363.7691
2025-03-21 02:00:00,84735.6,84800,84469.9,84638.7,1828.942,154781617.9437
2025-03-21 01:00:00,84452.5,84749.9,84327.7,84735.6,2598.517,219714150.9117
2025-03-21 00:00:00,84168.9,84475,84118.2,84452.5,1801.174,151909469.4228
2025-03-20 23:00:00,84100,84307.7,83880,84168.9,2089.542,175711465.3503
2025-03-20 22:00:00,84325.5,84468.2,83939.1,84100.0,2394.279,201468396.2114
2025-03-20 21:00:00,84488.8,84550,84195.8,84325.5,2126.816,179472842.2317
2025-03-20 20:00:00,84129.2,84550,84094.9,84488.8,1689.7,142615602.6712
2025-03-20 19:00:00,84013,84387,83875,84129.2,2744.655,230975895.0351
2025-03-20 18:00:00,84051.9,84299.4,83900,84013.0,3361.485,282603251.4236
2025-03-20 17:00:00,83764.5,84334.3,83688,84051.9,7964.964,669098307.836
2025-03-20 16:00:00,84658.5,84883.1,83605.8,83764.5,12553.452,1056689583.0502
2025-03-20 15:00:00,86139.9,86188,84510.4,84658.5,15172.319,1294001587.0386
2025-03-20 14:00:00,85458.5,86488,85414.5,86139.9,10998.161,946846662.2402
2025-03-20 13:00:00,85296.7,85808.8,85028.7,85458.5,4622.68,394849536.6864
2025-03-20 12:00:00,85450.2,85537.6,85138.2,85296.7,2560.677,218465939.678
2025-03-20 11:00:00,85124,85493,85118.4,85450.2,2773.702,236667831.9444
2025-03-20 10:00:00,85840.1,85911,84746.4,85124.0,8703.444,741398233.1915
2025-03-20 09:00:00,86200.1,86250.2,85756.6,85840.1,1802.419,155006773.4458
2025-03-20 08:00:00,85780.7,86291.7,85675.8,86200.1,3093.172,266132774.192
2025-03-20 07:00:00,85722.1,85937.2,85663.8,85780.7,1335.438,114598148.1279
2025-03-20 06:00:00,85793.1,85963.6,85595.7,85722.1,1969.707,168982531.7078
2025-03-20 05:00:00,85637.3,85810.4,85433.8,85793.1,1602.84,137219010.9502
2025-03-20 04:00:00,85854.6,85904.9,85366,85637.3,2613.526,223735548.7857
2025-03-20 03:00:00,86024,86087.3,85790.9,85854.6,1177.934,101195055.8769
2025-03-20 02:00:00,85841.4,86081.8,85584,86024.0,2427.177,208300414.574
2025-03-20 01:00:00,85991.1,86324.9,85696.5,85841.4,3601.286,309638441.6048
2025-03-20 00:00:00,86792.3,87400,85909.6,85991.1,9652.671,837413732.6204
2025-03-19 23:00:00,86111.8,86970,86111.8,86792.3,6028.424,522051920.339
2025-03-19 22:00:00,85589.8,86469.1,85589.8,86111.8,5315.176,457780958.7705
2025-03-19 21:00:00,85307.6,85888,85286.2,85589.8,3694.927,316390838.3793
2025-03-19 20:00:00,85406,85811.1,85161,85307.6,4192.342,358626053.5739
2025-03-19 19:00:00,85571.7,85927.6,84891.9,85406.0,10769.261,919646769.0602
2025-03-19 18:00:00,84205.3,85846.3,83505.9,85571.7,22908.712,1939782229.8371
2025-03-19 17:00:00,84542.9,84688.2,83730.6,84205.3,6266.102,527642732.3401
2025-03-19 16:00:00,84694.6,84798,84400,84542.9,3755.103,317572050.2378
2025-03-19 15:00:00,84273.8,84850,84067,84694.6,5886.419,497300155.395
2025-03-19 14:00:00,84057.4,84369,83833,84273.8,3849.869,323975248.4025
2025-03-19 13:00:00,83714.4,84308.9,83588.9,84057.4,7518.77,631671777.4013
2025-03-19 12:00:00,83836.8,83888.7,83483.9,83714.4,2827.704,236557160.29
2025-03-19 11:00:00,83438.4,84050,83344,83836.8,5127.793,429572977.2733
2025-03-19 10:00:00,83495.1,83795.8,83424.8,83438.4,3271.227,273479214.5119
2025-03-19 09:00:00,83373.6,83580.3,83318.7,83495.1,1793.7,149720561.2173
2025-03-19 08:00:00,83161.3,83478.9,83149.5,83373.6,2053.504,171152922.0779
2025-03-19 07:00:00,83157.9,83335.9,82997.7,83161.3,1635.421,136030315.4288
2025-03-19 06:00:00,83205,83298,83072,83157.9,1312.665,109178367.375
2025-03-19 05:00:00,82922,83288.3,82885,83205.0,2362.008,196316077.2843
2025-03-19 04:00:00,82997.8,83039.9,82752.7,82922.0,1065.972,88381156.3935
2025-03-19 03:00:00,82830.5,83044.6,82708.2,82997.8,1613.932,133785608.9192
2025-03-19 02:00:00,82554.2,82856.2,82475.5,82830.5,2104.213,173942137.8305
2025-03-19 01:00:00,83071.1,83134.8,82535.2,82554.2,3121.312,258527588.5885
2025-03-19 00:00:00,82675.7,83211.9,82561.2,83071.1,3570.348,296173862.7099
2025-03-18 23:00:00,82342.2,82782.7,82342.2,82675.7,2427.739,200583206.1672
2025-03-18 22:00:00,82008,82517.6,81945.5,82342.2,2049.572,168624941.9938
2025-03-18 21:00:00,82004.8,82150,81878.8,82008.0,1003.47,82299494.5408
2025-03-18 20:00:00,82263.2,82321.2,81828,82004.8,1803.426,147975549.9738
2025-03-18 19:00:00,81844,82427.2,81708.1,82263.2,3571.74,293099115.9348
2025-03-18 18:00:00,81424.8,81900,81175.3,81844.0,3209.676,261688353.6377
2025-03-18 17:00:00,81813.9,81952.7,81286.9,81424.8,3904.83,318525151.4966
2025-03-18 16:00:00,81556,82122.4,81491.2,81813.9,3365.094,275143859.4435
2025-03-18 15:00:00,81804.5,82160.9,81485,81556.0,4609.796,376976951.1981
2025-03-18 14:00:00,81319.9,81923,81093.6,81804.5,7841.125,638835147.7412
2025-03-18 13:00:00,82357,82437.7,81125.8,81319.9,12265.752,1002030983.7297
2025-03-18 12:00:00,82546.1,82786.1,82283.2,82357.0,3150.437,259937099.3205
2025-03-18 11:00:00,82783.8,82831.5,82471.5,82546.1,1662.864,137385897.2644
2025-03-18 10:00:00,82811.3,82912.2,82564.2,82783.8,2480.871,205215601.7067
2025-03-18 09:00:00,83246.2,83317.1,82750,82811.3,1979.838,164411790.4041
2025-03-18 08:00:00,83117.7,83421.3,83000,83246.2,2557.686,212850388.9309
2025-03-18 07:00:00,82403.1,83278.3,82309.5,83117.7,7568.49,627712976.3171
2025-03-18 06:00:00,82987.8,82992.2,82200.1,82403.1,4169.599,344153493.0185
2025-03-18 05:00:00,82953.2,83095.8,82869.9,82987.8,1506.93,125068966.5527
2025-03-18 04:00:00,83100.5,83170.8,82801.6,82953.2,1334.651,110764395.8649
2025-03-18 03:00:00,83324.3,83324.4,82905.8,83100.5,1648.825,137002536.5278
2025-03-18 02:00:00,83119.7,83500,83027.1,83324.3,2133.902,177768076.6962
2025-03-18 01:00:00,83748,83866.1,82949.2,83119.7,4508.126,375258104.2796
2025-03-18 00:00:00,83955.1,83975.1,83653.3,83748.0,1395.861,116961434.2535
2025-03-17 23:00:00,84009.8,84091.8,83686.2,83955.1,1485.737,124665326.7316
2025-03-17 22:00:00,84026.7,84205,83946.7,84009.8,911.003,76595776.1348
2025-03-17 21:00:00,83919.9,84222.7,83829.7,84026.7,1743.529,146461213.1572
2025-03-17 20:00:00,84433.4,84462.7,83787.1,83919.9,3187.817,267929676.3605
2025-03-17 19:00:00,84468.2,84728.5,84266.7,84433.4,3243.776,274041304.7756
2025-03-17 18:00:00,84170.7,84569.4,83951.6,84468.2,4088.279,344527825.9493
2025-03-17 17:00:00,83408.7,84320.8,83315.9,84170.7,5064.276,425538096.3839
2025-03-17 16:00:00,83497.5,83841.5,83079,83408.7,4712.109,393356605.9535
2025-03-17 15:00:00,82880.1,83673,82666.6,83497.5,4655.528,387647586.2629
2025-03-17 14:00:00,82971.2,83325.3,82400.7,82880.1,8885.046,735918164.139
2025-03-17 13:00:00,83003.9,83698,82754.8,82971.2,7825.666,650584079.5006
2025-03-17 12:00:00,83473.9,83999.9,82924.6,83003.9,11120.773,927158142.7865
2025-03-17 11:00:00,83300.1,83662.9,83171.4,83473.9,2022.792,168847349.2185
2025-03-17 10:00:00,83619.7,83646,83214.1,83300.1,2163.188,180371606.7802
2025-03-17 09:00:00,83500.8,83749.3,83386.4,83619.7,2210.246,184735885.1094
2025-03-17 08:00:00,83519.1,83694.3,83159.1,83500.8,2411.422,201211441.0333
2025-03-17 07:00:00,83185,83600,83170.7,83519.1,2987.818,249106953.8209
2025-03-17 06:00:00,83097.2,83271.4,82642.9,83185.0,2991.002,248258897.3647
2025-03-17 05:00:00,83584.4,83584.4,83097.2,83097.2,2199.778,183206087.7711
2025-03-17 04:00:00,83630.2,83836.2,83480.3,83584.4,2339.218,195675520.5397
2025-03-17 03:00:00,83179.7,83696.8,83179.7,83630.2,2284.822,190757994.5491
2025-03-17 02:00:00,83197.7,83333,82930.4,83179.7,1479.516,123006777.1835
2025-03-17 01:00:00,83011.7,83375,82779.9,83197.7,2358.688,195925170.0011
2025-03-17 00:00:00,82528.5,83116,82470.4,83011.7,2933.124,242957749.6256
2025-03-16 23:00:00,82048.1,82592,81934.4,82528.5,3617.831,297732753.8074
2025-03-16 22:00:00,82728.2,82790.1,82029.9,82048.1,6212.921,511536457.0017
2025-03-16 21:00:00,83177.9,83183.5,82628.8,82728.2,1652.881,136910088.8403
2025-03-16 20:00:00,83066.1,83408.2,82851.9,83177.9,2410.606,200365675.4423
2025-03-16 19:00:00,83660.1,83700,82500.1,83066.1,6381.672,529911827.0778
2025-03-16 18:00:00,83871.5,84060,83591.3,83660.1,1971.454,165226032.8656
2025-03-16 17:00:00,83601.4,84095.5,83444,83871.5,4170.918,349425221.65
2025-03-16 16:00:00,83273.5,85136,83245.6,83601.4,17187.674,1447492539.2626
2025-03-16 15:00:00,83322.7,83466.4,82938.5,83273.5,2908.4,242002672.2154
2025-03-16 14:00:00,82550.1,83328.4,82529.1,83322.7,3399.875,281998437.4748
2025-03-16 13:00:00,82704.4,83081,82450.1,82550.1,4070.8,337013625.0828
2025-03-16 12:00:00,82346.6,82879.9,82338,82704.4,4885.559,403524130.6581
2025-03-16 11:00:00,83623.8,83667.2,82309.1,82346.6,11901.447,985414174.4142
2025-03-16 10:00:00,83859.6,84020,83614.2,83623.8,2559.022,214355211.3385
2025-03-16 09:00:00,84216.5,84228.2,83756.8,83859.6,2142.196,179794458.8202
2025-03-16 08:00:00,84235.8,84295.5,84122.6,84216.5,784.772,66076364.3868
2025-03-16 07:00:00,84180,84328.2,83928.4,84235.8,1863.474,156795710.398
2025-03-16 06:00:00,84353.5,84360,84175.7,84180.0,574.783,48429942.2076
2025-03-16 05:00:00,84360.1,84370.8,84264.8,84353.5,448.04,37781925.0352
2025-03-16 04:00:00,84293.9,84380,84204.2,84360.1,979.901,82614618.8144
2025-03-16 03:00:00,83928.7,84352.5,83854,84293.9,1495.702,125806085.0276
2025-03-16 02:00:00,83845.4,84107.3,83718.9,83928.7,1614.61,135467435.3675
2025-03-16 01:00:00,84221.2,84248.6,83806,83845.4,1971.231,165570807.8286
2025-03-16 00:00:00,84308.4,84351.9,84183.5,84221.2,740.145,62357518.6065
2025-03-15 23:00:00,84341.9,84366.4,84234.9,84308.4,484.837,40869311.0487
2025-03-15 22:00:00,84353.6,84404.7,84278.2,84341.9,599.574,50572280.9566
2025-03-15 21:00:00,84354.5,84442,84200.9,84353.6,751.592,63385299.3606
2025-03-15 20:00:00,84260,84426.4,84259.9,84354.5,775.951,65466941.3441
2025-03-15 19:00:00,84189.2,84292,84061.1,84260.0,792.305,66688126.6115
2025-03-15 18:00:00,84393.4,84446.3,84100,84189.2,1065.927,89795783.6993
2025-03-15 17:00:00,84318.3,84456.6,84227.5,84393.4,945.047,79741644.8084
2025-03-15 16:00:00,84299.5,84457.2,84146.4,84318.3,919.402,77526809.7947
2025-03-15 15:00:00,84104.1,84362.4,84100,84299.5,890.252,75018465.6878
2025-03-15 14:00:00,84404.7,84404.7,84068.3,84104.1,1384.969,116594820.4193
2025-03-15 13:00:00,84113.2,84429.8,84110,84404.7,1676.363,141338361.8315
2025-03-15 12:00:00,84055.1,84242.6,83972.3,84113.2,1908.943,160599614.5285
2025-03-15 11:00:00,83870,84144.2,83777.2,84055.1,1748.353,146863674.1016
2025-03-15 10:00:00,83935.6,83958.9,83625,83870.0,1444.806,121044175.2594
2025-03-15 09:00:00,83877.4,83942.8,83680.7,83935.6,1395.812,116988061.1109
2025-03-15 08:00:00,83811.9,84006.3,83591.8,83877.4,2339.033,196007002.7562
2025-03-15 07:00:00,84165.4,84180.9,83780.5,83811.9,2677.33,224820327.5603
2025-03-15 06:00:00,84233.3,84281.4,84144.4,84165.4,840.982,70809963.901
2025-03-15 05:00:00,84435.8,84461.4,84233.3,84233.3,835.13,70431295.5515
2025-03-15 04:00:00,84459.8,84545,84277.6,84435.8,1499.352,126531915.1702
2025-03-15 03:00:00,84509.3,84661.8,84388.4,84459.8,1685.82,142482739.1142
2025-03-15 02:00:00,84323.9,84611.8,84128.7,84509.3,1687.17,142321421.4989
2025-03-15 01:00:00,84259.4,84559.1,84081.4,84323.9,1675.83,141258269.2935
2025-03-15 00:00:00,83948.3,84310,83936.3,84259.4,1576.233,132632626.8936
2025-03-14 23:00:00,84402,84410,83920,83948.3,1556.159,130898080.8324
2025-03-14 22:00:00,84178.3,84480,84071.3,84402.0,1993.541,168065290.389
2025-03-14 21:00:00,84110.8,84285,83936,84178.3,1543.283,129832217.9497
2025-03-14 20:00:00,84520,84527.4,83702,84110.8,4822.018,405495383.512
2025-03-14 19:00:00,84530.6,84920,84430.1,84520.0,3498.106,296102625.1316
2025-03-14 18:00:00,84332.4,84699.4,84163.5,84530.6,3206.539,270778079.7055
2025-03-14 17:00:00,84770,84828.4,84163,84332.4,3940.248,332694303.1706
2025-03-14 16:00:00,84714.7,84943.1,83914.2,84770.0,9444.318,797901915.8502
2025-03-14 15:00:00,83499.9,85299.9,83499.9,84714.7,17676.383,1495918666.2527
2025-03-14 14:00:00,83566.6,83572.1,82585.4,83499.9,12140.724,1008211327.2167
2025-03-14 13:00:00,83391.8,83885.1,83001.8,83566.6,7775.54,649281541.0366
2025-03-14 12:00:00,83220.1,83493.3,83009,83391.8,3664.658,305234348.239
2025-03-14 11:00:00,83011,83317.4,82925.6,83220.1,2818.174,234296487.423
2025-03-14 10:00:00,82740,83251.1,82625,83011.0,3806.498,315851402.1554
2025-03-14 09:00:00,82553.6,82899.9,82527.2,82740.0,3135.168,259412165.4897
2025-03-14 08:00:00,82141.6,82600,82139.4,82553.6,2532.93,208731302.3388
2025-03-14 07:00:00,82002,82422,81859.7,82141.6,2562.738,210625623.8692
2025-03-14 06:00:00,82112.3,82150,81743.3,82002.0,2085.257,170815446.0055
2025-03-14 05:00:00,81910.4,82186,81787.5,82112.3,1264.446,103631927.9859
2025-03-14 04:00:00,81854,82001.5,81805,81910.4,1226.694,100481551.5064
2025-03-14 03:00:00,82177.2,82213.1,81700.1,81854.0,2434.838,199472303.8578
2025-03-14 02:00:00,81545.6,82218.4,81531,82177.2,3552.054,290886723.9156
2025-03-14 01:00:00,81435.5,81832.5,81150.3,81545.6,2700.329,220156622.2351
2025-03-14 00:00:00,81072.3,81628.2,80766.6,81435.5,3431.197,278635963.4217
2025-03-13 23:00:00,81330.1,81428.2,80986,81072.3,2241.354,181985841.3623
2025-03-13 22:00:00,80756.4,81338.2,80667.7,81330.1,2865.329,232098089.9378
2025-03-13 21:00:00,80326.1,80827.5,80235.4,80756.4,2385.05,192162640.3215
2025-03-13 20:00:00,80170.8,80678.1,80156.1,80326.1,3079.862,247732332.6353
2025-03-13 19:00:00,80767.2,80992,80090.7,80170.8,4825.745,388212033.0873
2025-03-13 18:00:00,80020,80890,79950,80767.2,6490.275,523123669.664
2025-03-13 17:00:00,80821.9,80840.9,79888,80020.0,10022.91,804721902.647
2025-03-13 16:00:00,80999.9,81200,80590.1,80821.9,7387.423,597614804.3036
2025-03-13 15:00:00,81965.4,82150.5,80905.2,80999.9,9494.431,772785869.5092
2025-03-13 14:00:00,81742.8,82453.7,81508,81965.4,8949.062,733773025.1599
2025-03-13 13:00:00,82486.5,83091.3,81562.5,81742.8,8766.836,722257821.8774
2025-03-13 12:00:00,82924.3,83838,82233.5,82486.5,9794.573,812596462.096
2025-03-13 11:00:00,83133.8,83180.3,82650.1,82924.3,2508.205,207843789.9549
2025-03-13 10:00:00,83388.3,83459.2,82949.5,83133.8,2558.397,212768008.4358
2025-03-13 09:00:00,82926.4,83485.5,82920.9,83388.3,3529.797,293825386.7779
2025-03-13 08:00:00,83128.2,83227.4,82357.7,82926.4,4894.524,404970113.3434
2025-03-13 07:00:00,83250,83530,83089.6,83128.2,2749.485,229099264.4799
2025-03-13 06:00:00,83125.6,83296.4,82811.1,83250.0,2260.569,187733516.9925
2025-03-13 05:00:00,83257.5,83500,83036.5,83125.6,2012.093,167475670.4111
2025-03-13 04:00:00,83550,83677.9,83183.2,83257.5,2783.098,232091501.9406
2025-03-13 03:00:00,83768.1,84172,83514.9,83550.0,2296.996,192406529.9354
2025-03-13 02:00:00,83889.9,84343.2,83743.4,83768.1,2455.809,206294385.64
2025-03-13 01:00:00,83426.7,84232.4,83282,83889.9,3211.876,269095427.687
2025-03-13 00:00:00,83649.9,83990,83414.3,83426.7,3282.674,274861607.6085
2025-03-12 23:00:00,83610.4,83862.1,83372.5,83649.9,2784.85,232821003.7924
2025-03-12 22:00:00,83061.5,83660,83052.9,83610.4,2628.919,219321990.248
2025-03-12 21:00:00,83084.2,83296.7,82815.3,83061.5,2034.703,169099733.8041
2025-03-12 20:00:00,82868.8,83150.9,82652,83084.2,1673.827,138843676.9142
2025-03-12 19:00:00,82593.6,83120,82445.2,82868.8,4840.758,400707942.8994
2025-03-12 18:00:00,81807.9,82769,81681.6,82593.6,5019.04,413393080.4381
2025-03-12 17:00:00,81904.8,82837.1,81732.2,81807.9,6807.713,560534708.8961
2025-03-12 16:00:00,81646.6,82225,81528.3,81904.8,8213.701,672672155.2491
2025-03-12 15:00:00,81475,81931.7,80534.6,81646.6,17590.395,1428250970.4544
2025-03-12 14:00:00,82662.7,82891.3,81474,81475.0,13514.962,1109618123.3833
2025-03-12 13:00:00,84026.6,84177,82315.8,82662.7,13076.401,1088898095.1704
2025-03-12 12:00:00,82989.9,84489.8,82852.5,84026.6,19247.199,1612958753.5014
2025-03-12 11:00:00,82480,83082.1,82419.3,82989.9,3450.009,285635506.4697
2025-03-12 10:00:00,82660.2,82755.7,82096.9,82480.0,3162.133,260423672.2841
2025-03-12 09:00:00,82671,82920.8,82225,82660.2,4093.113,337723971.4819
2025-03-12 08:00:00,82423.7,82855,82032.4,82671.0,7799.051,643415152.6968
2025-03-12 07:00:00,81382.2,82538.2,81286,82423.7,7844.023,642576526.8363
2025-03-12 06:00:00,81938.7,81938.8,81245.1,81382.2,2882.353,235057664.9591
2025-03-12 05:00:00,81775.8,81995,81574,81938.7,2344.251,191741898.3725
2025-03-12 04:00:00,82098.2,82148.4,81597.8,81775.8,3504.43,286807810.128
2025-03-12 03:00:00,82402.1,82557.6,82076.1,82098.2,2699.229,222191169.8625
2025-03-12 02:00:00,83270.6,83285.9,82206.1,82402.1,5713.579,472445835.2198
2025-03-12 01:00:00,82723.4,83738,82707.5,83270.6,3762.877,313382735.6269
2025-03-12 00:00:00,82889.2,83096,82564.8,82723.4,2057.976,170387200.1547
2025-03-11 23:00:00,83100.1,83156.6,82518.8,82889.2,2352.577,194658994.5281
2025-03-11 22:00:00,83072.8,83273.8,82935.8,83100.1,1430.013,118843910.5657
2025-03-11 21:00:00,82772,83230.5,82769.5,83072.8,2039.593,169419666.4382
2025-03-11 20:00:00,83082.7,83156.7,82572.4,82772.0,3758.047,311338731.7452
2025-03-11 19:00:00,83251.8,83622.9,82838.1,83082.7,7772.918,646690379.5182
2025-03-11 18:00:00,81260.8,83449.4,81244.8,83251.8,12840.518,1060542462.0188
2025-03-11 17:00:00,81360.1,81696.6,80732.9,81260.8,7187.85,583661970.9927
2025-03-11 16:00:00,81180.4,81863,80609.4,81360.1,8920.143,725129609.3573
2025-03-11 15:00:00,79743.8,81636.9,79623,81180.4,14408.03,1166134178.8236
2025-03-11 14:00:00,80848,81353.8,79000,79743.8,27884.228,2235403145.8088
2025-03-11 13:00:00,81204.1,82257.4,80500,80848.0,17782.892,1444894790.2988
2025-03-11 12:00:00,81685.3,81881.8,81023.8,81204.1,6054.213,492974384.4278
2025-03-11 11:00:00,81772.6,82081.9,81360.8,81685.3,4050.884,331183975.5184
2025-03-11 10:00:00,81413.1,81849.3,81230.9,81772.6,4281.891,349389599.6429
2025-03-11 09:00:00,81069.8,81850,81067.8,81413.1,4857.833,395873363.2733
2025-03-11 08:00:00,80391.6,81497,80282.8,81069.8,7838.464,634835737.631
2025-03-11 07:00:00,80070.3,80579.4,80053.7,80391.6,2880.067,231422556.2015
2025-03-11 06:00:00,80215.2,80496,80069,80070.3,2921.895,234631485.1316
2025-03-11 05:00:00,79708,80466,79664.8,80215.2,3781.258,302956449.3734
2025-03-11 04:00:00,79486.6,80212.4,79406.1,79708.0,4709.872,376244630.2261
2025-03-11 03:00:00,79312.1,79936.7,79230.2,79486.6,3081.257,245175833.5804
2025-03-11 02:00:00,79078.8,79599.9,78879.8,79312.1,5456.144,432333969.8577
2025-03-11 01:00:00,77612.9,79096.2,76750,79078.8,10189.121,794180444.0835
2025-03-11 00:00:00,78563.2,79209.4,76545,77612.9,14628.839,1132657526.52
2025-03-10 23:00:00,79467.9,79677.7,78452,78563.2,3872.283,306124468.321
2025-03-10 22:00:00,79530.9,79815.7,79152,79467.9,2832.974,224967348.8629
2025-03-10 21:00:00,79260.1,79860.6,78906,79530.9,5147.198,408839138.1583
2025-03-10 20:00:00,79019.5,79713.9,78358.1,79260.1,6921.403,547030151.9577
2025-03-10 19:00:00,77614.7,79480.1,77403.1,79019.5,12454.142,977865518.4301
2025-03-10 18:00:00,78399,79105.7,77444,77614.7,12334.172,965005300.5036
2025-03-10 17:00:00,78958.1,79272,78105,78399.0,15282.903,1202135003.8521
2025-03-10 16:00:00,80011,80212,78926.6,78958.1,8632.009,685953742.0216
2025-03-10 15:00:00,79795.9,81072.3,79513.6,80011.0,12436.519,998413118.4882
2025-03-10 14:00:00,81488,81488,79120,79795.9,27509.673,2201845562.1131
2025-03-10 13:00:00,83212.4,83280,81366.6,81488.0,11887.25,977806375.3946
2025-03-10 12:00:00,83541.9,83743.8,82593,83212.4,8978.367,746738508.2305
2025-03-10 11:00:00,82229.2,83777.7,82007.4,83541.9,8174.162,678184469.7245
2025-03-10 10:00:00,82449.5,82633.9,81560,82229.2,7331.826,601907140.4741
2025-03-10 09:00:00,81301.6,84050,81280.1,82449.5,16836.432,1395471276.1368
2025-03-10 08:00:00,82272,82344.7,81085.4,81301.6,6349.449,518159621.9128
2025-03-10 07:00:00,82291.8,82654.8,81998.2,82272.0,2503.85,205965388.1117
2025-03-10 06:00:00,82272.7,82377.5,81923.3,82291.8,1738.26,142791810.7987
2025-03-10 05:00:00,82576.4,82739.3,82077.7,82272.7,2124.853,175141199.4138
2025-03-10 04:00:00,81994.3,82600,81951.5,82576.4,2223.043,183076273.5064
2025-03-10 03:00:00,82150,82295,81750,81994.3,3522.24,288930448.5085
